Date,Open,High,Low,Close,Volume,ret_1d,is_outlier,market_regime
2010-01-04,63.11964969227304,64.22540037952479,62.28573740187314,63.93053436279297,6819252,,0,normal
2010-01-05,64.1608870381214,65.23898564947628,63.90748327868613,64.93951416015625,9959403,0.0156591919771855,0,normal
2010-01-06,65.05470954927695,65.42328895930076,63.303947978141146,63.6264533996582,9150061,-0.0204269674552879,0,normal
2010-01-07,64.04110082333587,64.08717480754406,62.19819144712476,62.4976692199707,9165297,-0.0179000542599112,0,normal
2010-01-08,62.56677449605265,62.65891621166123,61.36888220102686,61.55777740478516,5713679,-0.0151530597832652,0,normal
2010-01-11,61.461018197809,62.760269251518,60.47044964254917,60.94499969482422,11355777,-0.0100043906828375,0,normal
2010-01-12,61.92176352944182,64.85198910282615,61.92176352944182,63.93053436279297,20789812,0.0478252802041163,0,normal
2010-01-13,64.22078406892336,66.34474284372223,63.43755134464451,65.93930053710938,22567181,0.0309375367169781,0,normal
2010-01-14,66.32633583857422,69.35792772928032,65.25744772111031,68.2890396118164,38960389,0.0350146494731467,0,normal
2010-01-15,66.62117137149714,68.79580331062027,66.52902965739017,67.80985260009766,29355509,-0.0070417765205057,0,normal
2010-01-18,67.72691263805768,69.21966444285314,67.27539642934993,68.87873077392578,15998674,0.0156399303484713,0,normal
2010-01-19,69.64814315587661,69.64814315587661,67.27539895665515,68.09088897705078,8197119,-0.011504018000922,0,normal
2010-01-20,69.10910331478661,69.10910331478661,66.48756065009536,66.94828796386719,20839012,-0.0169229153730521,0,normal
2010-01-21,67.0818957642908,68.09549831837352,65.06391420065519,65.37259674072266,17143625,-0.0238173393754292,0,normal
2010-01-22,64.5018121786075,65.88400011716207,64.09176444412245,64.50642395019531,15268319,-0.0133383456037856,0,normal
2010-01-25,64.04110618910839,64.87041922729725,63.19337105451018,64.05032348632812,7986515,-0.0070957361112791,0,normal
2010-01-27,63.58036761220483,63.59880220339864,59.917589314388366,60.39213943481445,16430416,-0.0588101241942595,0,normal
2010-01-28,62.10604220320053,63.46979572625151,60.40134873713336,62.055362701416016,13614123,0.027167978738424,0,normal
2010-01-29,61.27673907680033,61.36888704870218,58.1898695042952,59.70566177368164,19649012,-0.0386000804204069,0,normal
2010-02-01,59.31864741108364,62.170554009731,58.33730213677844,61.5808219909668,10881732,0.0309236377684456,0,normal
2010-02-02,63.39609380795356,63.948969207776194,59.98671217308869,60.189430236816406,8321955,-0.022853731312618,0,normal
2010-02-03,60.364486662087806,62.09681936138778,60.17097971855071,61.889495849609375,6842337,0.0278537103700307,0,normal
2010-02-04,61.36889022926156,61.87569160295813,59.98670807318823,60.373722076416016,6571679,-0.0247965244952066,0,normal
2010-02-05,58.52158940072658,60.26774526718792,58.52158940072658,59.346290588378906,12625057,-0.0171643268271548,0,normal
2010-02-08,59.29560649152248,59.894549486784726,58.065463090761305,58.62294387817383,9483101,-0.0122634647745361,0,normal
2010-02-09,58.23593699518226,60.65936089655648,58.23593699518226,60.290775299072266,8888212,0.028052958204741,0,normal
2010-02-10,60.816008568353865,61.18459418787377,59.373936000912906,59.68262481689453,6836790,-0.0101381754709244,0,normal
2010-02-11,60.20323609145825,61.02333166215234,59.894547309408,60.41977691650391,4258168,0.012275547294255,0,normal
2010-02-15,60.263146584728375,61.368891075022944,60.263146584728375,60.80680465698242,5581430,0.006385217671128,0,normal
2010-02-16,60.908140524003805,61.78352098559578,60.2861575318946,61.73284149169922,5691173,0.0151143649050746,0,normal
2010-02-17,62.65891652549101,62.65891652549101,61.00490866963644,61.8664665222168,7391341,0.0021622302701453,0,normal
2010-02-18,62.19820404185899,62.38250001601048,61.19381847840295,61.543975830078125,4323768,-0.0052263231546083,0,normal
2010-02-19,61.00031658564474,61.96783918712333,60.63173089311489,61.350467681884766,12808008,-0.0031491791262014,0,normal
2010-02-22,61.46102537174335,62.7049853030385,61.29516404757066,61.56698989868164,3946053,0.0035230543327742,0,normal
2010-02-23,61.45180718114527,62.58519704582292,60.90814923782968,62.32258224487305,4919981,0.0121979873183253,0,normal
2010-02-24,62.47463778480669,62.74646995509848,61.6222908300644,61.9401969909668,7261652,-0.0061544810641525,0,normal
2010-02-25,62.38247522930061,62.84320248358488,61.290547637278365,61.682167053222656,8538986,-0.0041744924464088,0,normal
2010-02-26,61.83884012520194,63.40531211767641,61.27674741850568,62.42856597900391,6495706,0.0120280963024219,0,normal
2010-03-02,62.19817136060745,64.77824490388701,62.19817136060745,64.61698913574219,9523919,0.0344544071827641,0,normal
2010-03-03,64.96256003270743,65.23899770818151,63.796925020300215,64.36361694335938,7529697,-0.0039288467623572,0,normal
2010-03-04,64.27147942620354,64.56634549481852,63.5343205036821,63.92593383789063,8337839,-0.0068233897611023,0,normal
2010-03-05,64.04108155670717,64.59395670284496,62.93994303577515,63.19795227050781,5753786,-0.0114532295619431,0,normal
2010-03-08,63.30392965185957,64.93029160810215,63.19795888407071,64.28988647460938,7363617,0.0171304324744463,0,normal
2010-03-09,64.68612933919208,65.65365808980675,64.50183338744448,64.69073486328125,6597235,0.0062156574384237,0,normal
2010-03-10,64.68613368056207,65.22979177706863,63.91211187792534,64.16090393066406,4676328,-0.0082239376037582,0,normal
2010-03-11,64.68614516239239,65.79188989828444,64.40970741616523,65.3680191040039,10017466,0.0186390821816102,0,normal
2010-03-12,65.86558949991836,66.05909650664212,65.1837157011495,65.42790222167969,8515528,0.0009156726181211,0,normal
2010-03-15,65.88399455680904,67.35831781848512,65.23897149025001,67.14177703857422,11911234,0.0258576519062314,0,normal
2010-03-16,67.35832962431702,67.7315207140904,66.55205689881602,67.05425262451172,6906915,-0.001304426467648,0,normal
2010-03-17,67.63477506783089,68.37194003772554,67.25697841132327,68.1047134399414,6027573,0.015544391876789,0,normal
2010-03-18,68.64837666452824,69.10910398275317,66.73174777122517,67.16944122314453,4858968,-0.013828023870384,0,normal
2010-03-19,67.4412791613312,67.82829317743058,66.72254241658392,66.94369506835938,4731057,-0.0033665064322967,0,normal
