Date,Open,High,Low,Close,Volume,ret_1d,is_outlier,vol_20d,market_regime
2010-01-04,135.65296765219327,137.766200466776,135.00680908515116,135.61639404296875,18690,,0,,normal
2010-01-05,135.73425691142668,137.70118297842552,134.92147692992114,135.81959533691406,22810,0.0014972320536363,0,,normal
2010-01-06,136.95343099965453,136.95343099965453,133.7023109759239,134.5841827392578,21500,-0.0091376030498757,0,,normal
2010-01-07,134.5841910277577,135.32787932208984,133.29592918211853,134.031494140625,821990,-0.0041150939884673,0,,normal
2010-01-08,133.3771740940585,135.72203942182654,133.3771740940585,134.328125,145140,0.0022106975791089,0,,normal
2010-01-11,135.97808418008316,135.97808418008316,134.10868786877754,134.29562377929688,1115070,-0.0002419832275393,0,,normal
2010-01-12,136.14065698134013,137.76621706469942,133.7226313965275,135.44166564941406,534950,0.0084975182232645,0,,normal
2010-01-13,136.3844767559287,136.3844767559287,134.3200087579877,134.94992065429688,10840,-0.0036372843103702,0,,normal
2010-01-14,136.05933439920747,137.52234052864708,134.9498979026606,136.56732177734375,36870,0.0119139413758446,0,,normal
2010-01-15,135.91713363672667,137.84748603980808,135.8968066965241,137.66053771972656,22940,0.007973090230207,0,,normal
2010-01-18,138.09132913464865,139.31049924143613,136.1406619246045,136.8112030029297,31790,-0.0061888879745319,0,,normal
2010-01-19,137.68493415976488,138.47739966156382,136.57142947083068,137.36795043945312,28070,0.0040612000930932,0,,normal
2010-01-20,138.1563444333251,138.90004509733907,134.82395378998453,135.1002960205078,11010,-0.016645659139538,0,,normal
2010-01-21,134.92148357416946,135.7261402602193,133.49505066772986,133.90957641601562,22210,-0.0088526667817774,0,,normal
2010-01-22,131.3452139826184,134.10866020171864,130.69498769517278,133.43405151367188,18500,-0.0035574096716883,0,,normal
2010-01-25,134.88086002693436,134.88086002693436,132.07677106021785,132.69854736328125,13250,-0.005527365126051,0,,normal
2010-01-27,133.29590744827328,134.49881826243112,125.98088813708756,127.89498138427734,29810,-0.0368705252812242,0,,normal
2010-01-28,130.04481381895218,131.26398394850486,128.01286360303106,129.68312072753906,101900,0.0138844727463727,0,,normal
2010-01-29,129.1507538340035,129.1507538340035,125.58264966608726,127.3219985961914,33120,-0.0183746422548276,0,,normal
2010-02-01,127.28136429152512,130.45120161289165,126.47263968614544,129.7034454345703,10330,0.0185313558994355,0,,normal
2010-02-02,130.04886710470186,130.84132015882358,129.31330220118588,130.03260803222656,12330,0.0025345944044277,0,0.0125725372741881,normal
2010-02-03,129.23201976605574,131.21520494679183,127.20006976973411,129.9757080078125,21660,-0.0004376785034336,0,0.0125508072846961,normal
2010-02-04,130.0448211999553,131.17865295736374,129.31332404152175,129.71157836914062,6310,-0.0020342137918119,0,0.0124441753255148,normal
2010-02-05,129.32141983282136,131.18268048290182,125.5745037240042,129.8415985107422,23760,0.0010018767948842,0,0.0124476222580653,normal
2010-02-08,131.50782471843527,132.72699488751465,129.6384279787722,130.6422119140625,37340,0.0061471453684927,0,0.0125416151848489,normal
2010-02-09,132.88953583484718,132.88953583484718,130.04480570994218,130.77224731445312,10100,0.0009948601274736,0,0.0125506261185643,normal
2010-02-10,130.62997917941664,132.75945842909877,130.12605963838624,132.1864471435547,22230,0.0107561643219487,0,0.012653443848799,normal
2010-02-11,131.26397017352696,134.49883110523254,131.26397017352696,132.5075225830078,52810,0.0024260136886393,0,0.0126650187057322,normal
2010-02-15,131.7882256854422,135.49043288846332,131.78415781650855,134.1005859375,24750,0.0119507416591835,0,0.0126669828795875,normal
2010-02-16,132.88952903513527,133.51942856974637,132.15803200126186,132.48313903808594,16400,-0.0121347748990086,0,0.0127225685388472,normal
2010-02-17,132.24336652545202,133.70230508355996,132.23929865694925,132.596923828125,18400,0.0008584938135083,0,0.012695583713797,normal
2010-02-18,134.1087003499435,145.08123037857524,131.75976663989573,132.97486877441406,12690,0.0028462751841109,0,0.0126701305312174,normal
2010-02-19,133.70230455292668,134.10869453637022,132.0767446191525,132.65382385253906,25950,-0.0024172469850629,0,0.0121720153582851,normal
2010-02-22,133.69824744559722,133.69824744559722,131.75570366446638,132.48721313476562,5810,-0.0012567706726676,0,0.0120289283414782,normal
2010-02-23,131.68256481790758,133.1171211701375,131.67037361272872,132.40187072753906,18380,-0.0006443633609594,0,0.012008009843807,normal
2010-02-24,131.67442164162355,133.93800440902692,130.20734736194308,133.29591369628906,125160,0.006729799008057,0,0.0120446507910186,normal
2010-02-25,134.10868536997384,135.73424519264017,130.47555817415156,133.77951049804688,31950,0.0036214289033686,0,0.0083031717525202,normal
2010-02-26,134.92958185335465,136.29912635302418,134.02739570090864,136.0146484375,64360,0.0165695883585161,0,0.0085200819932408,normal
2010-03-02,138.17262821429716,138.17262821429716,135.51077813157346,137.42893981933594,123080,0.0103443931697704,0,0.0071468956535177,normal
2010-03-03,136.38450034963245,143.04929454698157,136.38450034963245,141.6431884765625,54550,0.0302041559162242,0,0.0087159430088827,normal
2010-03-04,142.2121168416747,142.3218376763618,139.96478064961602,141.91139221191406,55360,0.0018917262044135,0,0.0087243775582444,normal
2010-03-05,142.64288991302905,144.18716695127205,141.91139287429047,143.65074157714844,143710,0.0121820834752384,0,0.008814193813254,normal
2010-03-08,137.98566748390488,138.0872649864166,130.86165110386378,133.30404663085938,191150,-0.0747523637560911,0,0.0198983534451087,normal
2010-03-09,134.92148360226284,135.32787361311304,128.01285341780962,130.853515625,88590,-0.0185540878329524,0,0.020391560353857,normal
2010-03-10,131.67037344912393,132.4831535321432,129.3133161691839,129.74002075195312,57860,-0.0085458884765055,0,0.0204377824497553,normal
2010-03-11,130.6950065272258,131.25582662593166,127.20411844842364,128.16319274902344,49360,-0.01222821251398,0,0.0206053004701782,normal
2010-03-12,130.04477266677958,130.04477266677958,126.5579526565474,128.13473510742188,45280,-0.0002220668887682,0,0.0204208274068751,normal
2010-03-15,129.13041291957592,129.5571174271025,128.02909957385518,129.17510986328125,38060,0.0080865963399929,0,0.0205179267428475,normal
