Date,Open,High,Low,Close,Volume,ret_1d,is_outlier,vol_20d,market_regime,ret_5d,ret_10d,price_vs_ema20,ema20_vs_ema50,rsi,macd_hist,atr_norm,volume_ratio,obv,obv_slope,rsi_norm,macd_hist_norm,atr_norm_norm,vol_20d_norm,obv_norm,price_vs_ema20_norm,ema20_vs_ema50_norm
2010-05-03,133.21463165798406,136.1406445006033,133.1333611024901,134.11276245117188,10730,-0.0029004691097828,0,0.0081088882726992,normal,-0.0085024848878993,0.0084955274559062,0.0050057497650126,0.0037877653879319,49.6739476357761,-0.0538284581573395,0.0198067429789655,0.1,-254060,28066.18181818182,-0.2817879635866541,-0.27456718893048127,-1.3786638421437156,-1.0516171946244077,2.075071134530776,0.20631885487384471,1.3706945759644145
2010-05-04,134.8808421536772,134.8808421536772,134.10870361328125,134.10870361328125,11770,-3.0264367211874088e-05,0,0.0081152319859205,normal,0.005515207463532,0.0050251555088087,0.0044993605949747,0.0039176623202725,48.82002391202613,-0.0603864450758228,0.0180540948788736,0.1,-265830,26125.33333333333,-0.34127780750045034,-0.30889980395942107,-1.704218356699742,-1.0261217086374994,1.9443946826433662,0.16548390658205733,1.3414442354300955
2010-05-05,130.85758352568655,134.43381066122515,130.85758352568655,134.10870361328125,28490,0.0,0,0.0077943465977993,normal,0.0049640187821557,-0.0013918559723347,0.0040691064071654,0.0040157527358686,49.97883102702944,-0.0671577095134254,0.0187900243724036,0.1,-265830,28149.575757575763,-0.2908807004274871,-0.3390542691201143,-1.4860272953846678,-1.065266151250304,1.8688136156371742,0.12897512039903106,1.3099540874878923
2010-05-06,134.8320820292293,134.9133649950636,132.7594904208478,134.54354858398438,12650,0.0032424813527169,0,0.0062572660151891,normal,0.0140592543148527,-0.0003623319028251,0.0066225636096564,0.00426836884587,49.4862179760219,-0.0458038351395784,0.0184488281376673,0.1,-253180,28769.57575757576,-0.3384861743965289,-0.3138507852207195,-1.502986802466898,-1.3342085906644934,1.8436868768357597,0.22961975848311855,1.3041535293916158
2010-05-07,132.07677556845377,134.43383306393594,132.07677556845377,132.79608154296875,9600,-0.0129881146989728,0,0.0068942546639771,normal,-0.0126897083432929,-0.0188557659158586,-0.0058407196175844,0.0037383309501191,49.02469395294328,-0.147106732117196,0.0185429480801584,0.1,-262780,28108.848484848477,-0.3906482802622694,-0.5104531581665571,-1.4274671115412412,-1.1754690764530331,1.7452617232133127,-0.36374683948440195,1.1841355863558465
2010-05-10,133.70232317174947,134.9214932918566,133.70232317174947,134.11683654785156,64260,0.0099457377773264,0,0.0071835640950887,normal,3.0378143028420013e-05,-0.0084723650345729,0.0036600955095555,0.0038181279792512,53.24782105804281,-0.1238360028244542,0.0186590185829837,0.1,-198520,28168.72727272727,-0.17187358653049997,-0.46903238714796985,-1.3528583093173818,-1.0901702530418405,1.8947465030215922,0.0734282168694125,1.1599614484508638
2010-05-11,133.45848666732007,134.9214932918566,132.72698955607171,134.11683654785156,14020,0.0,0,0.0071289650627316,normal,6.064434560304477e-05,0.0055761862752825,0.0033103610574416,0.0038730897757652,49.06792078798361,-0.1077100796474553,0.0181915139500663,0.1,-198520,24305.69696969697,-0.4375577344638093,-0.43699157885335727,-1.395198882035328,-1.0727654962374717,1.821693273794484,0.04862537462882152,1.1334567987421569
2010-05-12,134.1086968579273,135.327866829363,134.1086968579273,134.16152954101562,14670,0.0003332392435912,0,0.0071238247335946,normal,0.0003939037982703,0.0053598779262789,0.0032964445855163,0.0039250204667815,47.69356203821406,-0.0938100345938847,0.0181010682572846,0.1,-183850,18937.63636363636,-0.5268437118484561,-0.4035989878085178,-1.3629043807717216,-1.046313799685779,1.8006639102493385,0.04777017032117814,1.1067315727685223
2010-05-13,134.92147683888442,135.24252840393322,133.3771998358812,134.16152954101562,24110,0.0,0,0.0071132190043545,normal,-0.0028393709470974,0.011179963929516,0.0029815614295594,0.0039553755660977,43.087165994062126,-0.0846721805242269,0.0164999688576463,0.1,-183850,9428.30303030302,-0.7946976802277891,-0.37541850408054356,-1.6122628178283127,-1.0216849987542984,1.7301413573635276,0.03445538898638285,1.0768478716449037
2010-05-14,134.75892389440972,134.75892389440972,134.10869742647972,134.17372131347656,11650,9.087383322659016e-05,0,0.0070540515049682,normal,0.0103740995555057,-0.0024472530854708,0.002779254204859,0.0039719874658472,43.60081478081249,-0.0780271614510901,0.0158559303977346,0.1,-172200,11810.545454545452,-0.753030876790884,-0.34732944357371043,-1.6634081590536078,-1.0065837725829525,1.700865858989215,0.0349444736295059,1.0446054642095401
