Date,Open,High,Low,Close,Volume,ret_1d,is_outlier,vol_20d,market_regime
2010-01-04,197.18392886490147,198.2264603120232,196.6626858663264,197.10948181152344,668858,,0,,normal
2010-01-05,197.89139767497352,198.37541724470256,195.4712771013379,196.4765625,1392726,-0.0032161702186046,0,,normal
2010-01-06,197.146740352403,198.07755593480337,195.54574209567227,197.59353637695312,1682107,0.0056689247494627,0,,normal
2010-01-07,197.40733877910617,199.00833675618875,196.69990997005337,197.1839294433593,2723548,-0.0020751289830016,0,,normal
2010-01-08,197.40735463937884,198.82218964617053,196.6999257734892,198.04031372070312,4000986,0.0043336694671261,0,,normal
2010-01-11,198.524303681479,199.8274451799368,197.779651396646,198.1519775390625,2251471,0.0005636849771155,0,,normal
2010-01-12,198.0775177933841,198.6360070352827,194.0191535455931,195.21060180664065,3826930,-0.0149553145589136,0,,normal
2010-01-13,195.09891101655504,196.40205259777247,194.16809560139976,195.4712371826172,1917571,0.0013342591778373,0,,normal
2010-01-14,195.5457304033337,196.2903828247287,190.10976545465107,190.66824340820312,3583983,-0.0248782719150382,0,,normal
2010-01-15,191.93416411113685,192.67881654221787,190.5565525686392,190.9288787841797,4361271,0.0013660240151098,0,,normal
2010-01-18,191.00334720797952,192.3809587406371,189.55127725024224,191.5990600585937,1088348,0.0035039634602114,0,,normal
2010-01-19,191.93415357563697,191.93415357563697,189.58850309148508,190.2214508056641,1122943,-0.0072160357630703,0,,normal
2010-01-20,190.6310093174503,192.5671100508281,188.76937836708456,191.97137451171875,2198874,0.0091573458146134,0,,normal
2010-01-21,192.12034504415925,194.428772339688,190.37040712375887,191.1895294189453,3093875,-0.004081033163235,0,,normal
2010-01-22,188.3970308923768,192.97663796788623,187.6151437090601,192.08306884765625,5117085,0.004662692045291,0,,normal
2010-01-25,192.6415850306059,196.99778339198627,190.25868825986103,196.551010131836,4355123,0.0229940624571218,0,,normal
2010-01-27,195.84358714912875,195.84358714912875,189.6629697688817,193.1256103515625,9203979,-0.017581183123525,0,,normal
2010-01-28,192.26925520720687,194.9127620882272,188.6576865891325,190.10975646972656,5049389,-0.0157392370373923,0,,normal
2010-01-29,187.31735761140345,187.8013772404072,179.49850556982724,180.4293212890625,6496604,-0.0522624417231343,0,,normal
2010-02-01,181.54625283590016,181.54625283590016,174.80714651254507,176.6687774658203,4987343,-0.0210624635565093,0,,normal
2010-02-02,177.5996260854709,178.71660486588266,174.99334226451012,176.11032104492188,6004275,-0.0031660429415749,0,0.0157860675915778,normal
2010-02-03,177.04109413940526,177.59958339536553,175.216698175767,176.0730438232422,1595241,-0.0002116921214208,0,0.0158245203512345,normal
2010-02-04,176.55709025303017,178.23255816885924,171.64237982160063,172.05194091796875,3017883,-0.0231025173561683,0,0.0160634122019097,normal
