Date,Open,High,Low,Close,Volume,ret_1d,is_outlier,vol_20d,market_regime
2010-01-04,187.365579702134,189.42454211644312,187.365579702134,188.6997833251953,11031470,,0,,normal
2010-01-05,190.083425019698,190.24813951022088,187.7856157777542,188.76980590820312,11613740,0.0003710104644625,0,,normal
2010-01-06,189.1774932942228,190.659948974578,188.1891936962897,189.9022521972656,14527930,0.005981163071639,0,,normal
2010-01-07,189.91870487328424,190.24813384451951,187.867973711652,188.8397979736328,8576510,-0.0056104518105284,0,,normal
2010-01-08,188.930398607445,189.74575230153204,187.7856159320414,188.2756500244141,10453820,-0.0029919133413729,0,,normal
2010-01-11,189.17748552328848,190.4705200979288,186.3978859493932,186.72320556640625,14145340,-0.0082797763449082,0,,normal
2010-01-12,186.70670336127952,186.9537813566304,180.87572047877936,181.4522399902344,22917720,-0.0286348576352963,0,,normal
2010-01-13,180.77692318319143,180.77692318319143,177.7378922588366,179.20387268066406,21719690,-0.012468367279161,0,,normal
2010-01-14,180.2004070709245,181.10634306374595,176.70428007320086,177.67611694335938,20723990,-0.0085617861145781,0,,normal
2010-01-15,178.55325131083652,179.40977428116193,175.98365726603768,176.5231170654297,20611920,-0.0065104824620974,0,,normal
2010-01-18,179.12972309373578,179.79270293329984,176.477778601662,177.5978546142578,19222170,0.0060699079385857,0,,normal
2010-01-19,178.7014667892947,180.11803397093013,177.6472790122976,178.97325134277344,12277070,0.0077146102247187,0,,normal
2010-01-20,179.8709405674251,180.08508068833484,177.28077505564627,177.88198852539062,16830720,-0.0061160162277591,0,,normal
2010-01-21,177.81198655227567,178.00142013988133,173.96584632489896,174.93768310546875,19265470,-0.016690530641485,0,,normal
2010-01-22,172.9651985077959,173.4881704443025,169.08610773520965,171.9110107421875,27193180,-0.017452850445248,0,,normal
2010-01-25,169.292014291049,176.00011785858925,169.292014291049,172.26104736328125,15378040,0.0020340799523923,0,,normal
2010-01-27,169.6585129595495,170.35032135555917,162.33684268450554,163.6998748779297,38068910,-0.0509763234338862,0,,normal
2010-01-28,172.9528684124514,172.9528684124514,163.97579598352195,164.98468017578125,27952460,0.0078179021313191,0,,normal
2010-01-29,163.89340037723323,170.26795223257554,161.01497508046094,169.37847900390625,46487190,0.0262831094969975,0,,normal
2010-02-01,176.9060596468177,176.9060596468177,165.993558450272,166.4671173095703,22047160,-0.0173379353876343,0,,normal
2010-02-02,167.20423093472888,168.43960844001896,162.58802794178655,162.93394470214844,24086260,-0.0214529248340165,0,0.016207086782791074,normal
2010-02-03,163.58866771016545,166.0264719022128,163.3580649505639,164.61814880371094,30450710,0.0102836707657925,0,0.016602087612818367,normal
2010-02-04,164.38758699311393,164.4452314139196,159.77550551839582,160.42613220214844,35357120,-0.02579494108305,0,0.016828955999168862,normal
2010-02-05,159.77213573681104,159.77213573681104,154.23391823345375,157.10650634765625,26878830,-0.0209096413989602,0,0.017040252180034722,normal
2010-02-08,157.28862611723522,161.24567580585452,155.9351206451855,160.31436157226562,18885130,0.020212687714741,0,0.018233311068488342,normal
2010-02-09,159.85490634508764,162.09005779848482,159.35820040799638,161.45262145996094,13836980,0.007075086605262,0,0.01854325445088183,normal
2010-02-10,163.08348505526956,163.08348505526956,156.87472293387606,158.26962280273438,19731930,-0.0199116819590852,0,0.01811187067593587,normal
2010-02-11,159.26715266133522,160.59996732845508,158.19925122006276,158.749755859375,12427940,0.0030290477873862,0,0.018189502046586425,normal
2010-02-15,159.3582457288274,159.3582457288274,156.1545281555592,156.87474060058594,13325010,-0.0118814435353176,0,0.01822863945352992,normal
2010-02-16,158.44761390563073,159.35823745809512,156.87473245874818,158.99398803710938,8070150,0.0134187340754117,0,0.01874952345859018,normal
2010-02-17,160.18607087014982,162.46261709698658,159.54450380438146,161.99488830566406,13468360,0.0186983906478044,0,0.019353002796738406,normal
2010-02-18,162.0817789253062,162.25562980092323,159.54860631786275,160.79864501953125,13103230,-0.0074118508519056,0,0.019140913890356846,normal
2010-02-19,159.35820686282722,160.1032531668856,156.46492813623323,157.7273712158203,15863020,-0.0192848862084478,0,0.019393339271452384,normal
2010-02-22,158.94431519219975,160.18606765463883,158.1288972365944,158.64215087890625,11528650,0.0057829983523545,0,0.019393156948084824,normal
2010-02-23,158.52209565035906,160.1446448383211,157.83499122778846,158.27374267578125,10625770,-0.002324959880954,0,0.019171079704411925,normal
2010-02-24,157.78536241294825,159.77216144033122,157.28865634022245,159.0478057861328,8173590,0.0048787398741989,0,0.019229701568023887,normal
2010-02-25,159.35819756122513,159.77211495748804,157.57007137774775,158.41860961914062,21615960,-0.0039638649022331,0,0.015740751341132543,normal
2010-02-26,159.35820300411817,168.21603306033336,158.53036818331756,163.43942260742188,43215190,0.0312014603047989,0,0.017273967758304965,normal
2010-03-02,164.78467763053115,166.47761119582083,163.43117205342926,164.46182250976562,19347350,0.006236043509098,0,0.016187286649476103,normal
2010-03-03,164.6646340996291,167.71106030389478,164.6646340996291,167.42132568359375,15843680,0.0178350822486326,0,0.016283307465570482,normal
2010-03-04,167.4710164051912,169.26741676835726,166.56039288848987,168.27401733398438,14301070,0.005080162724834,0,0.015480021298738445,normal
2010-03-05,169.29224054207756,170.45120437328086,167.31371559553585,169.474365234375,12685070,0.0071079715914503,0,0.01540248871046426,normal
2010-03-08,170.5340027371946,174.88013630209883,168.3071246609527,171.0265655517578,38664790,0.0091172207126648,0,0.014072739017377187,normal
2010-03-09,168.26158221181086,172.0240902174437,168.26158221181086,169.25912475585938,14305280,-0.0103880753157383,0,0.013299463720402886,normal
2010-03-10,169.7227406441246,169.7227406441246,167.75248923919085,168.65069580078125,12767630,-0.0036011360166678,0,0.012802402790681644,normal
2010-03-11,168.8783217934893,169.93794946871174,167.08192155296763,169.3543243408203,11979800,0.0041634266623766,0,0.012764552684203548,normal
2010-03-12,169.0439137289045,170.75339511858118,168.76659606250658,169.53233337402344,12033430,0.0010505521272232,0,0.011648898007264565,normal
2010-03-15,168.83693590517854,169.27155683395955,166.48588767352268,166.8170166015625,8997490,-0.0161461632813573,0,0.0124460858860004,normal
2010-03-16,166.97845602840758,167.63658332119076,165.36831093030028,166.87911987304688,12857170,0.0003722145114259,0,0.011995435171907409,normal
2010-03-17,167.22679261004546,169.04388364261294,166.86254323384983,167.82696533203125,10777370,0.00566376313217,0,0.011767194525013947,normal
2010-03-18,168.05047688556357,169.74754087800082,166.43620143197984,168.02149963378906,14269070,0.0011584648661928,0,0.011149778202864776,normal
2010-03-19,168.87832893929829,171.0182878321157,168.32368104143617,170.4056854248047,12889130,0.0140900337817191,0,0.011248321992497763,normal
2010-03-22,167.6490046567526,170.02075648112455,166.39483513599794,168.9569854736328,11151560,-0.0085378203059223,0,0.010353790489107497,normal
2010-03-23,169.0438897382752,170.2566648759366,167.10675903875511,169.58612060546875,13650500,0.0037167252546597,0,0.010339467303696547,normal
