Date,Open,High,Low,Close,Volume,ret_1d,is_outlier,market_regime,ret_5d,ret_10d,price_vs_ema20,ema20_vs_ema50,rsi,macd_hist,atr_norm,vol_20d,volume_ratio,obv,obv_slope
2010-02-02,212.6878899888784,212.6878899888784,205.9398672616016,207.49612426757807,9889384,-0.004610199445915564,0,normal,-0.040259243928337574,-0.09182443600443446,-0.044713325830016415,-0.011714573345049106,32.41196137674244,-1.7167837084349704,0.03170145576036336,0.017314393237816816,0.9524900353127097,-47743504,-9964214.884848481
2010-02-03,208.35090121869925,212.6029604272441,208.35090121869925,210.3238525390625,6405608,0.013627860671932002,0,normal,-0.011609255710172128,-0.061724250295104754,-0.028763081497603205,-0.013031992396697167,20.34715623143633,-1.49077185075034,0.02670919369996046,0.017670150381308272,0.6184112866290641,-41337896,-10219777.066666665
2010-02-04,209.62643912103545,210.0516448799017,205.1617786529404,206.5692138671875,6176408,-0.01785170168075767,0,normal,-0.025162812266871004,-0.08603296074464806,-0.04189465469190201,-0.01510465379361936,16.789964868812447,-1.4947227143405297,0.02742994008059443,0.017799623398974767,0.5981342079564413,-47514304,-9509682.327272726
2010-02-05,203.2823874093152,203.96697292278444,198.06086831416368,200.0763397216797,13544872,-0.03143195456842063,0,normal,-0.049606069554247734,-0.10380138982450304,-0.06560160491584466,-0.018548114957529727,14.48685827702154,-1.813943661202237,0.030193312873703103,0.01841950833311112,1.2950771420061251,-61059176,-8938791.272727272
2010-02-08,201.9642549518076,207.6705254421824,199.37901183423284,204.4049530029297,9252480,0.021634808429979335,0,normal,-0.019439008222261633,-0.0667805962234519,-0.04124185858675011,-0.02036660527262646,21.40641131979173,-1.6192993078050613,0.03144097002576865,0.018548871905738215,0.8992684929461819,-51806696,-7634015.515151516
2010-02-09,204.4389251960364,211.07213491537533,203.60977398111905,210.3748016357422,10387392,0.029205988138296002,0,normal,0.013873403073552781,-0.026944373573238978,-0.01199451608742097,-0.020321132494996008,34.24385415017092,-1.004347201485765,0.0313529077177991,0.01961001872450563,0.9972742519170041,-41419304,-5343222.448484848
2010-02-10,211.83752612169653,212.2797359941187,208.18075630104903,209.7922821044922,7187984,-0.0027689605728475897,0,normal,-0.002527390156433107,-0.014107304747999816,-0.013346105016835308,-0.020360428445525658,30.904093408004798,-0.5740588621955403,0.03175556325587811,0.017301753561312107,0.7540741390390757,-48607288,-3452558.593939395
2010-02-11,210.30682140591856,214.14642207259945,210.0516978862187,212.4711151123047,6453888,0.012768977871541631,0,normal,0.02857105923301706,0.002689318766400106,-0.0006763968240645069,-0.019619235146183578,37.28573171859913,-0.07263032411493464,0.030969248764176425,0.015075459046265583,0.7276339656680688,-42153400,-1442878.9333333338
2010-02-15,213.19818486570384,216.208633578951,210.46411991823788,212.4880828857422,8950128,7.985920076025721e-05,0,normal,0.062035037132966986,0.009351653211900901,-0.0005398040591260145,-0.018897593065533402,41.43190213710478,0.27739331836020664,0.030805280077384267,0.015038355402489647,1.006027807604733,-33203272,437447.75757575635
2010-02-16,212.6029314599282,216.9400312617108,211.60369768206647,216.1278839111328,4418096,0.017129436041586343,0,normal,0.05735150120376531,0.0367976366780447,0.014977650142806276,-0.01724697048533952,49.907302845399656,0.7447390068021003,0.030431233756578527,0.015724398084222962,0.4983790511538319,-28785176,1830999.369696969
