Date,Open,High,Low,Close,Volume,ret_1d,is_outlier,vol_20d,market_regime,ret_5d,ret_10d,price_vs_ema20,ema20_vs_ema50,rsi,macd_hist,atr_norm,volume_ratio,obv,obv_slope
2010-02-02,167.20423093472888,168.43960844001896,162.58802794178655,162.93394470214844,24086260,-0.02122444759376363,0,0.01601634764348277,normal,-0.05414516400485414,-0.08256805772772058,-0.06738052675163508,-0.03578452807451571,23.900135272017167,-1.2568812153735687,0.03593544217342,1.163308442282043,-119182090,-3247705.6969696996
2010-02-03,163.58866771016545,166.0264719022128,163.3580649505639,164.61814880371094,30450710,0.010336729431312142,0,0.016414051212571605,normal,0.0056094968091209285,-0.08020808937291579,-0.05253008309152085,-0.0376351923061512,29.11053981429842,-1.0637240979800708,0.035297976790042575,1.4067063821357906,-88731380,248453.4545454476
2010-02-04,164.38758699311393,164.4452314139196,159.77550551839582,160.42613220214844,35357120,-0.025465093806643524,0,0.01663994375041353,normal,-0.027630128862728087,-0.0981316684614787,-0.06986685766898604,-0.04046902035445199,27.046504535695732,-1.110555348101684,0.03641649609420632,1.558387488514165,-124088500,1023973.8181818157
2010-02-05,159.77213573681104,159.77213573681104,154.23391823345375,157.10650634765625,26878830,-0.02069255057716668,0,0.016853513470479864,normal,-0.07245296290544079,-0.10192873508598033,-0.08131680431303501,-0.04388915054149101,25.572023624638092,-1.2471465664234067,0.03844357634183193,1.1387699694050284,-150967330,-396446.66666666575
2010-02-08,157.28862611723522,161.24567580585452,155.9351206451855,160.31436157226562,18885130,0.020418347394924652,0,0.018063651389428635,normal,-0.036960787432047115,-0.06745727990229322,-0.056940077574023196,-0.04570475475544922,29.363331772559405,-1.0134261641237652,0.03856348844332531,0.786063107550591,-132082200,-1952822.848484848
2010-02-09,159.85490634508764,162.09005779848482,159.35820040799638,161.45262145996094,13836980,0.007100174161141615,0,0.0183692892080725,normal,-0.009091556979703874,-0.06274445714083243,-0.045677601797188716,-0.04677033311702994,28.961046956491145,-0.6896205580667871,0.038385260228718826,0.5763118454267504,-118245220,-1640951.9999999988
2010-02-10,163.08348505526956,163.08348505526956,156.87472293387606,158.26962280273438,19731930,-0.019714753643785943,0,0.017947247228979054,normal,-0.03856516457700232,-0.033171998935519253,-0.05871035713258255,-0.04858645597617206,27.575763074041447,-0.6005265568093314,0.04069369875769418,0.8273260404247813,-137977150,-4836316.0606060615
2010-02-11,159.26715266133522,160.59996732845508,158.19925122006276,158.749755859375,12427940,0.003033639988129888,0,0.01801913954704711,normal,-0.010449521656864968,-0.03779092888966007,-0.0508055768776734,-0.04985708912791009,30.385931750144948,-0.4280744673551595,0.03983502694617962,0.5314342435250595,-125549210,-5605582.060606059
2010-02-15,159.3582457288274,159.3582457288274,156.1545281555592,156.87474060058594,13325010,-0.011811137904678137,0,0.018059409262329122,normal,-0.0014752141872307334,-0.07382129345388644,-0.056443672055908056,-0.051422376700421046,31.25828993499664,-0.36173976175979305,0.03910551870292407,0.5789528109278401,-138874220,-3929631.6969696954
2010-02-16,158.44761390563073,159.35823745809512,156.87473245874818,158.99398803710938,8070150,0.01350916934370705,0,0.018579939755871924,normal,-0.00823615253310328,-0.04489252528211651,-0.039700608698520545,-0.051917026706981395,34.162013167750374,-0.10966575943357348,0.036686362383877874,0.3604576547957631,-130804070,-2485416.545454543
2010-02-17,160.18607087014982,162.46261709698658,159.54450380438146,161.99488830566406,13468360,0.018874300252499365,0,0.01919320423753517,normal,0.0033586747666256578,-0.005763417796095349,-0.019561002157988172,-0.0511722644779411,47.65304622157623,0.30212687446823683,0.03316029643876411,0.609402382189239,-117335710,-1479487.0909090994
2010-02-18,162.0817789253062,162.25562980092323,159.54860631786275,160.79864501953125,13103230,-0.0073844508221496685,0,0.0189859443834686,normal,0.015979201643445018,-0.023202203474745775,-0.024310581179156854,-0.05074256322766879,44.22374158099218,0.5239006974249225,0.030499194988829203,0.5917752942690213,-130438940,819387.6969696912
2010-02-19,159.35820686282722,160.1032531668856,156.46492813623323,157.7273712158203,15863020,-0.019100122412958664,0,0.01924039856775235,normal,-0.006440228131502468,-0.016822452485032113,-0.03901581796142051,-0.05122034345415438,33.31375302500467,0.49409451781175573,0.028865335545810816,0.7179833812606891,-146301960,401411.6969697
