Date,Open,High,Low,Close,Volume,ret_1d,is_outlier,vol_20d,market_regime,ret_5d,ret_10d,price_vs_ema20,ema20_vs_ema50,rsi,macd_hist,atr_norm,volume_ratio,obv,obv_slope
2010-02-02,130.04886710470186,130.84132015882358,129.31330220118588,130.03260803222656,12330,0.002537809204322894,0,0.012481408697265004,normal,-0.02009019227434572,-0.049547075253464246,-0.020237606409498343,-0.011155525545117673,37.08518166609347,-0.6529888200291114,0.02509388341377071,0.08100038430839271,-1213750,728.0606060606017
2010-02-03,129.23201976605574,131.21520494679183,127.20006976973411,129.9757080078125,21660,-0.00043758273617000576,0,0.012460131603987654,normal,0.016269024796863096,-0.05381344344144423,-0.01873498589452771,-0.011877631024989954,37.87158366259646,-0.5284222389039452,0.026176864339001255,0.1423464157093662,-1235410,2923.090909090944
2010-02-04,130.0448211999553,131.17865295736374,129.31332404152175,129.71157836914062,6310,-0.0020321461811617647,0,0.012351692737440105,normal,0.0002194398271873066,-0.039886793812422106,-0.018791962690753117,-0.012575298581379069,32.10284714576386,-0.4293230291093797,0.025840779950993178,0.04167643630143093,-1241720,4342.969696969628
2010-02-05,129.32141983282136,131.18268048290182,125.5745037240042,129.8415985107422,23760,0.0010023788410895573,0,0.012353632912832155,normal,0.019789195444078977,-0.030378543597475716,-0.01613975413575386,-0.013082747667774397,28.507555586872897,-0.3252489864132,0.027826969250036006,0.21310754935287418,-1217960,5824.242424242463
2010-02-08,131.50782471843527,132.72699488751465,129.6384279787722,130.6422119140625,37340,0.00616607784025458,0,0.012447658207932241,normal,0.0072377913813073125,-0.020922992054418166,-0.009122595124040567,-0.013138503349516606,32.99733788654267,-0.17997554455924947,0.027612002944022586,0.3519221888165273,-1180620,7797.757575757539
2010-02-09,132.88953583484718,132.88953583484718,130.04480570994218,130.77224731445312,10100,0.000995355164961298,0,0.01245634833380407,normal,0.00568810618674398,-0.01451636123457034,-0.0073671412516148616,-0.013083956621809723,31.38336175857495,-0.05887911223632725,0.028097302726332346,0.19860582642637328,-1170520,8450.84848484851
2010-02-10,130.62997917941664,132.75945842909877,130.12605963838624,132.1864471435547,22230,0.010814219822199655,0,0.012560661442972302,normal,0.017008863961020415,0.03355460638743191,0.0030457263150689418,-0.012389420514985927,41.35924807784197,0.12280213501921855,0.02701712643539112,0.881495727343022,-1148290,7058.121212121196
2010-02-11,131.26397017352696,134.49883110523254,131.26397017352696,132.5075225830078,52810,0.0024289588410257856,0,0.012570500324536975,normal,0.021555085899196413,0.021779255770708605,0.004957391677756107,-0.01160342041201734,45.61623640883003,0.26289220364097177,0.027492747862987194,1.9332283925760516,-1095480,13437.454545454528
2010-02-15,131.7882256854422,135.49043288846332,131.78415781650855,134.1005859375,24750,0.012022437092159999,0,0.012572502278975753,normal,0.032801409375790014,0.05323971832084773,0.0153916483571932,-0.010202775094467542,51.94790832407287,0.45014608699743697,0.02732199912440975,0.9265845531803377,-1070730,17651.999999999993
2010-02-16,132.88952903513527,133.51942856974637,132.15803200126186,132.48313903808594,16400,-0.012061445429984219,0,0.012630450878548055,normal,0.014091365241384768,0.021431146984586924,0.0028442239503814193,-0.009630975867978786,49.40134158515351,0.451231939672347,0.027191066736944325,0.6215888417222559,-1087130,19652.42424242427
2010-02-17,132.24336652545202,133.70230508355996,132.23929865694925,132.596923828125,18400,0.0008588624247976018,0,0.012601342524665615,normal,0.013953086768359046,0.019720559594274212,0.0033514388839901432,-0.009049812763682885,67.67496058005962,0.4450290682813204,0.023367320027594812,0.7155495926422836,-1068730,21794.242424242402
2010-02-18,134.1087003499435,145.08123037857524,131.75976663989573,132.97486877441406,12690,0.0028503296711390735,0,0.0125759725501946,normal,0.005964466463064477,0.02307477922275525,0.005616444422585687,-0.008351042049306034,63.84140590413007,0.4504267033987436,0.028646953163143835,0.5087089855885831,-1056040,21426.424242424215
2010-02-19,133.70230455292668,134.10869453637022,132.0767446191525,132.65382385253906,25950,-0.002414327796176563,0,0.012078618493505862,normal,0.001104097840479934,0.02268298266346913,0.0028840088300314815,-0.007848008356880154,77.06271738953649,0.4171778443170152,0.02760247101073913,1.0100223800720054,-1081990,17048.30303030302
2010-02-22,133.69824744559722,133.69824744559722,131.75570366446638,132.48721313476562,5810,-0.0012559812671412152,0,0.011933492337441702,normal,-0.012031064528579494,0.020375708974382123,0.0014694726998190077,-0.007451776845621261,68.22784177765344,0.3703538689381888,0.026539492956447332,0.23359131571012162,-1087800,12001.15151515152
2010-02-23,131.68256481790758,133.1171211701375,131.67037361272872,132.40187072753906,18380,-0.0006441558034717687,0,0.011911614701747503,normal,-0.0006134237997147407,0.013469297462860519,0.0007458003133959945,-0.0071155622747087754,66.02539755932428,0.3218181061596569,0.02651275553685611,0.7391470452214827,-1106180,6863.090909090898
2010-02-24,131.67442164162355,133.93800440902692,130.20734736194308,133.29591369628906,125160,0.006752494989967328,0,0.01194590448875609,normal,0.005271539097468914,0.01929818010825768,0.006783880552468036,-0.006419072808726556,70.1729403191803,0.3365223511992237,0.02618248727974415,4.1087256253693125,-981020,8322.969696969678
2010-02-25,134.10868536997384,135.73424519264017,130.47555817415156,133.77951049804688,31950,0.0036279941998798027,0,0.00830826188727018,normal,0.006051081163297445,0.01205163909702578,0.009433159424609094,-0.005585555120369845,74.0739603613496,0.36313266914378545,0.027899648253437662,1.0451764859825314,-949070,10710.606060606055
2010-02-26,134.92958185335465,136.29912635302418,134.02739570090864,136.0146484375,64360,0.01670762533912673,0,0.008529690197834111,normal,0.025335301217527695,0.026467371709369747,0.02373433661823343,-0.003898299743197664,79.2452393723533,0.5067621367691952,0.025819202811005422,2.2431339746270735,-884710,17714.666666666657
2010-03-02,138.17262821429716,138.17262821429716,135.51077813157346,137.42893981933594,123080,0.010398081369050516,0,0.007180312311735068,normal,0.03729965003900859,0.024819831013916493,0.03100348717609913,-0.0018247556609655158,80.38574577014569,0.6626681232705309,0.025331709788090413,3.7083458873154567,-761630,30527.393939393947
2010-03-03,136.38450034963245,143.04929454698157,136.38450034963245,141.6431884765625,54550,0.03066492881897087,0,0.008798318735014394,normal,0.06979748623069337,0.0691412469917645,0.05631953417230995,0.001744326015782116,85.63815099685456,0.9952723219405323,0.02650442834439478,1.5409169232507556,-707080,41475.57575757577
