Date,Open,High,Low,Close,Volume,ret_1d,is_outlier,vol_20d,market_regime,ret_5d,ret_10d,price_vs_ema20,ema20_vs_ema50,rsi,macd_hist,atr_norm,volume_ratio,obv,obv_slope
2010-02-02,193.93693521816724,196.995648329501,187.57372959489777,188.8572998046875,8883385,-0.023763642772616667,0,0.024509735017817745,normal,0.01825846440400758,-0.06351279777487906,0.0025947517938746945,0.0146670424413895,48.16120833046518,-0.6963747511222351,0.04512401307045286,0.9134980401853334,21878865,2659.303030302954
2010-02-03,190.3593826195351,196.08536050263203,186.4449551707973,194.9929656982422,13260715,0.032488370319283755,0,0.02509849669833572,normal,0.10100244263057645,-0.03142638878330395,0.0317119310643692,0.016059215197395504,54.373230400272774,-0.2413175033369157,0.0457182862168996,1.325256864605327,35139580,2098301.15151515
2010-02-04,192.9720274688424,194.61972491971144,190.2592440506805,190.8873748779297,6585835,-0.02105507142583818,0,0.025293920785724455,normal,0.029102978040940863,-0.032572021600486445,0.009029223898140648,0.01598162017352367,47.46228053009214,-0.22220565215427568,0.04583637285113383,0.656106076261341,28553745,3319923.3636363633
2010-02-05,188.2018815787592,188.98476698422743,181.1741234433136,186.745346069336,12212410,-0.02169880963181814,0,0.02585494271406903,normal,0.0,-0.03349824784907962,-0.01165450266477941,0.014620945499979499,42.739671439746665,-0.47915674037366474,0.048604451547049024,1.174252832560288,16341335,3312083.8484848477
2010-02-08,186.6178856378564,189.65838834329705,182.248293342372,186.1991271972656,7426465,-0.00292493967623475,0,0.0257236161445902,normal,-0.03750420109805541,-0.008675387926888711,-0.013178337428935927,0.01322086629988517,37.20441547608105,-0.6651006453303556,0.04793685092391898,0.7158103580844578,8914870,2397710.4545454546
2010-02-09,186.61791129509584,192.4440258963801,184.4695289313936,189.0849151611328,9225825,0.015498396836253203,0,0.024853031928172054,normal,0.0012052240325404195,0.019485693976645013,0.001913924321679028,0.012814779831778589,40.28626338906701,-0.5762525793176456,0.04439913507385195,0.8929912913065006,18140695,1622448.6060606071
2010-02-10,190.07717548589687,190.3502776500819,185.72579304568893,186.5541839599609,8286355,-0.013384098879676842,0,0.02502635544365756,normal,-0.04327736494525947,0.053353958115230915,-0.010412353331732627,0.011659428831952257,41.25223942918719,-0.6641839948855526,0.044077775292757956,0.8263140326986855,9854340,-603259.6060606041
2010-02-11,187.5282436390883,190.24102696354163,187.23693096208643,188.11085510253903,4078795,0.008344337872969954,0,0.02503888464641778,normal,-0.014545329554488395,0.014134336079830057,-0.0019500713249206436,0.011075948713662243,45.66930967795532,-0.5959455762806822,0.04227850389722085,0.4201976357106204,13933135,-1886489.3636363624
2010-02-15,188.07442418984368,190.1681747562862,183.8868952758561,187.31884765625,4549330,-0.004210322928239862,0,0.024354740004133464,normal,0.0030710354982612653,0.0030710354982612653,-0.005569524862922504,0.01029116057938384,49.53116474574444,-0.5819290018750494,0.04233575359460081,0.484126042421008,9383805,-2503745.03030303
2010-02-16,187.89237170338703,189.65841661911023,185.4071711842209,186.8272857666016,6636255,-0.002624198770165842,0,0.02417743751836006,normal,0.003373584929162954,-0.034257139776497136,-0.0074059143481438605,0.009423907335675441,51.29183498901784,-0.5821323335168325,0.04222788608711958,0.7447535107617573,2747550,-2641275.575757574
