Date,Open,High,Low,Close,Volume,ret_1d,is_outlier,vol_20d,market_regime
2015-08-24,239.73950498542405,241.81941879304347,227.09037225895608,229.1702575683593,33312582,-0.0938104472442935,0,0.028780465013724,crash
2020-03-12,423.6281838316127,431.3173373309364,402.35005587660015,411.6834106445313,50757033,-0.089816788178763,0,0.0279572411361498,crash
2020-03-16,410.2809837970479,410.2809837970479,384.4087159970775,389.6798706054688,34833637,-0.1043175905509592,0,0.0370697960853816,crash
2020-03-17,393.6453192641412,395.0477529697277,352.05625604950217,355.1996154785156,47232699,-0.0926456288767241,0,0.0404635106604203,crash
2020-03-23,300.9404114697679,303.4067575237123,270.81252407020247,274.6812744140625,56867949,-0.1965971148083554,0,0.0561239598521254,crash
2020-03-30,319.2686534438096,322.9439547565384,300.8920878477153,303.1166076660156,36559880,-0.0810240431250566,0,0.0662144899578455,crash
2020-04-03,299.3445336697844,299.3445336697844,272.2632834508701,277.2442932128906,57326314,-0.0820131932638652,0,0.0673360136664108,crash
2020-04-21,329.8109414688772,334.8403283358878,317.237503817571,320.961181640625,50118175,-0.0850255795748493,0,0.0757107031917371,crash
2020-05-04,347.22035615066665,347.22035615066665,324.9750408541058,326.957763671875,38837299,-0.117372098174588,0,0.0629858047091346,crash
